job-id,C,M,E,T_A,T_est,T_D
job-148,5,4,4,7414,196,7635
job-149,5,8,6,7459,42,7669
job-150,6,9,5,7495,20,7689
job-151,1,4,5,7534,97,7644
job-152,2,8,8,7590,46,7658
job-153,2,6,7,7645,11,7858
job-154,1,12,5,7694,93,8043
job-155,3,10,5,7733,73,8066
job-156,3,6,1,7783,19,7921
job-157,5,4,5,7833,75,8079
job-158,2,11,4,7893,44,8083
job-159,2,5,8,7940,104,8240
job-160,5,6,4,7994,346,8369
job-161,4,4,8,8042,76,8280
job-162,4,6,7,8088,32,8347
job-163,2,11,4,8144,11,8425
job-164,2,9,4,8187,295,8674
job-165,4,8,5,8231,56,8471
job-166,4,9,1,8286,39,8403
job-167,2,9,1,8340,270,8883
job-168,1,9,5,8385,45,8660
job-169,5,11,2,8438,50,8733
job-170,2,12,5,8474,165,8828
job-171,1,10,1,8527,299,8974
job-172,6,8,6,8567,15,8843
job-173,2,8,8,8618,47,8928
job-174,4,5,6,8658,68,8949
job-175,3,6,3,8702,464,9283
job-176,3,5,2,8745,17,8782
job-177,2,5,6,8790,96,9154
job-178,1,5,6,8837,165,9260
job-179,2,7,5,8881,54,9086
job-180,4,8,5,8929,15,9073
job-181,6,11,7,8971,96,9115
job-182,2,7,7,9015,165,9312
job-183,5,5,3,9066,45,9135
job-184,6,7,5,9118,94,9240
job-185,3,12,8,9174,68,9341
job-186,2,11,4,9229,38,9332
job-187,6,8,4,9276,72,9535
job-188,1,12,3,9319,232,9612
job-189,3,4,8,9370,171,9743
job-190,3,10,1,9421,73,9672
job-191,6,9,4,9465,10,9698
job-192,2,12,4,9516,12,9536
job-193,4,5,2,9561,43,9794
job-194,1,10,4,9605,95,9810
job-195,2,7,2,9663,75,9890
job-196,5,7,3,9711,250,10101
job-197,5,10,3,9758,96,10017
job-198,1,12,5,9801,143,10012
job-199,4,8,5,9851,83,10082
job-200,3,4,7,9905,56,10052
job-201,2,7,3,9954,68,10047
job-202,4,9,4,9996,368,10414
job-203,6,6,3,10053,58,10305
job-204,4,7,5,10106,85,10422
job-205,2,11,5,10146,125,10480
job-206,2,7,6,10189,147,10411
job-207,1,5,6,10237,130,10403
job-208,3,8,8,10284,268,10838
job-209,4,9,1,10321,52,10409
job-210,6,4,3,10366,34,10556
job-211,6,6,5,10409,99,10805
job-212,5,8,6,10467,122,10858
job-213,5,8,4,10505,86,10856
job-214,5,11,5,10555,382,10979
job-215,4,6,3,10615,30,10775
job-216,5,9,4,10672,229,11189
job-217,4,10,7,10714,90,10987
job-218,3,10,7,10767,121,11029
job-219,5,7,1,10819,102,11066
job-220,2,5,5,10875,16,10989
job-221,5,10,3,10937,78,11102
job-222,5,7,7,10984,165,11302
job-223,3,10,8,11037,55,11280
job-224,6,12,8,11081,349,11672
job-225,5,8,7,11132,103,11304
job-226,5,4,8,11185,33,11446
job-227,4,6,5,11232,214,11708
job-228,3,4,1,11274,64,11445
job-229,2,8,8,11330,306,11923
job-230,6,10,6,11377,307,11881
job-231,1,7,4,11441,35,11749
job-232,2,5,7,11513,134,11753
job-233,3,8,5,11581,69,11706
job-234,6,8,3,11628,170,11895
job-235,5,8,4,11693,30,11751
job-236,2,5,8,11741,161,11993
job-237,2,7,5,11799,178,12146
job-238,2,7,4,11856,210,12291
job-239,1,7,7,11905,87,12080
job-240,5,6,3,11951,39,12213
job-241,5,7,1,11987,20,12117
job-242,4,6,8,12047,12,12344
job-243,1,7,4,12107,59,12332
job-244,1,10,8,12153,29,12404
job-245,6,11,4,12211,12,12352
job-246,2,9,1,12262,92,12611
job-247,3,12,5,12312,66,12517
job-248,1,9,2,12348,146,12584
job-249,4,9,8,12391,88,12656
job-250,1,9,4,12431,215,12837
job-251,3,12,8,12483,404,13052
job-252,3,12,6,12528,148,12777
job-253,5,11,5,12581,293,12881
job-254,5,4,7,12629,13,12784
job-255,6,10,8,12669,285,12954
job-256,5,7,7,12720,118,13036
job-257,6,5,4,12758,16,12925
job-258,6,11,7,12810,62,12968
job-259,3,11,5,12864,99,13133
job-260,5,12,3,12914,73,13083
job-261,5,4,8,12977,171,13339
job-262,5,4,6,13022,132,13361
job-263,2,12,4,13069,44,13374
job-264,2,11,8,13130,70,13348
job-265,6,4,6,13200,136,13625
job-266,1,4,6,13255,77,13439
job-267,1,9,1,13301,19,13419
job-268,6,11,1,13360,40,13641
job-269,5,12,3,13409,28,13581
job-270,2,5,3,13455,42,13662
job-271,5,6,3,13505,64,13721
job-272,2,10,3,13563,281,13943
job-273,2,11,3,13623,133,13987
job-274,6,11,1,13677,159,14112
job-275,4,4,6,13713,110,14064
job-276,5,4,1,13760,222,14189
job-277,6,10,1,13803,115,13934
job-278,5,10,5,13850,55,14160
job-279,1,6,1,13898,99,14227
job-280,3,8,1,13948,93,14044
job-281,6,10,7,13992,105,14394
job-282,1,8,5,14040,37,14149
job-283,3,12,1,14091,61,14228
job-284,6,5,5,14135,68,14382
job-285,6,10,7,14192,129,14458
job-286,4,4,7,14248,154,14404
job-287,4,7,4,14288,131,14554
job-288,6,12,5,14343,100,14496
job-289,4,10,8,14392,185,14868
job-290,5,10,6,14435,83,14749
job-291,2,8,1,14490,32,14542
job-292,3,12,1,14541,109,14757
job-293,6,12,4,14588,25,14709
job-294,3,5,8,14631,109,14889
job-295,2,4,6,14676,19,14778
job-296,2,6,5,14731,52,14811
job-297,6,7,2,14781,190,15064
job-298,1,5,5,14827,78,15088
job-299,6,4,8,14884,336,15225
job-300,1,6,4,14931,290,15447
job-301,4,8,6,14975,25,15098
job-302,5,12,8,15029,251,15388
job-303,4,4,7,15063,56,15293
job-304,5,9,1,15129,46,15324
job-305,2,6,2,15178,73,15513
job-306,1,8,2,15235,71,15440
job-307,5,10,5,15278,97,15442
job-308,2,4,5,15324,256,15613
job-309,4,6,4,15366,103,15470
job-310,3,10,1,15414,106,15672
job-311,5,10,1,15462,133,15846
job-312,1,6,4,15500,100,15683
job-313,5,4,4,15549,50,15847
job-314,6,11,3,15596,31,15735
job-315,2,12,7,15641,50,15872
job-316,2,10,3,15691,156,15890
job-317,2,4,6,15744,112,15998
job-318,5,7,4,15784,214,16146
job-319,4,11,2,15837,57,16070
job-320,4,8,3,15888,144,16286
job-321,4,10,7,15934,38,16069
job-322,6,6,7,15982,80,16210
job-323,2,11,6,16037,102,16344
job-324,6,7,8,16087,95,16431
job-325,6,4,5,16134,34,16365
job-326,3,11,4,16187,79,16411
job-327,3,11,7,16251,48,16578
job-328,1,8,2,16312,15,16538
job-329,3,10,6,16356,90,16549
job-330,1,8,6,16405,40,16531
job-331,5,7,8,16448,36,16498
job-332,6,7,5,16489,126,16621
job-333,4,6,8,16536,31,16825
job-334,5,10,6,16588,55,16657
job-335,2,9,4,16647,32,16789
job-336,3,11,5,16700,114,17007
job-337,4,6,2,16746,143,17133
job-338,4,12,1,16793,39,16995
job-339,4,5,6,16842,69,17102
job-340,4,10,8,16897,497,17528
job-341,1,12,6,16959,102,17221
job-342,2,9,4,17001,19,17143
job-343,4,4,8,17063,178,17496
job-344,6,9,5,17123,11,17339
job-345,3,5,5,17166,58,17305
job-346,2,8,8,17215,128,17553
job-347,5,7,2,17263,19,17551
job-348,6,7,5,17327,36,17593
job-349,2,5,1,17373,179,17729
job-350,3,6,2,17425,40,17634
job-351,1,6,5,17471,11,17758
job-352,6,5,6,17511,94,17803
job-353,4,4,4,17578,37,17797
job-354,1,7,1,17622,227,18148
job-355,2,4,8,17684,72,17984
job-356,2,10,6,17735,166,17955
job-357,3,6,6,17778,54,17896
job-358,2,8,8,17825,443,18383
job-359,6,8,8,17868,367,18434
job-360,2,5,5,17916,32,18084
job-361,5,8,1,17968,25,18104
job-362,1,5,6,18036,112,18195
job-363,4,6,4,18078,51,18358
job-364,6,7,5,18116,63,18351
job-365,4,9,1,18170,36,18422
job-366,5,12,6,18219,90,18507
job-367,6,7,6,18273,313,18759
job-368,5,10,7,18314,12,18582
job-369,3,7,5,18367,164,18819
job-370,3,6,3,18413,31,18569
job-371,6,12,1,18463,54,18531
job-372,4,5,3,18515,320,19113
job-373,5,10,3,18557,126,18849
job-374,3,7,5,18593,67,18929
job-375,1,4,2,18642,117,18917
job-376,5,8,4,18683,83,18851
job-377,5,6,1,18741,48,18858
job-378,1,11,8,18793,16,18955
job-379,4,12,5,18839,214,19305
job-380,5,8,6,18886,172,19130
job-381,2,9,3,18931,151,19309
job-382,3,11,1,18980,14,19102
job-383,2,4,7,19032,79,19249
job-384,2,5,3,19088,55,19387
job-385,3,8,1,19136,391,19773
job-386,1,12,6,19198,68,19299
job-387,5,12,7,19254,91,19579
job-388,2,6,3,19310,64,19435
job-389,3,9,6,19366,123,19574
job-390,2,11,7,19433,33,19758
job-391,5,5,6,19493,57,19738
job-392,2,9,4,19544,82,19822
job-393,1,12,2,19593,94,19901
job-394,4,7,5,19637,34,19758
job-395,4,10,1,19698,162,19878
job-396,4,12,8,19752,75,19852
job-397,1,4,2,19818,122,20201
job-398,5,8,6,19858,24,19994
job-399,5,10,1,19908,188,20378
job-400,6,4,3,19970,146,20309
job-401,3,12,2,20036,25,20236
job-402,5,10,3,20101,93,20269
job-403,1,5,1,20139,43,20461
job-404,2,9,3,20194,387,20729
job-405,2,9,5,20260,135,20530
job-406,3,11,7,20306,38,20493
job-407,4,10,3,20347,115,20581
job-408,5,5,5,20401,19,20608
job-409,3,5,8,20442,192,20801
job-410,2,7,5,20487,13,20661
job-411,5,8,5,20544,178,20730
job-412,5,8,5,20592,11,20667
job-413,3,6,4,20648,116,20815
job-414,4,6,5,20692,111,20821
job-415,3,4,1,20731,190,20983
job-416,5,6,8,20775,66,20934
job-417,1,11,6,20835,96,20959
job-418,3,7,8,20890,104,21164
job-419,2,9,1,20942,150,21107
job-420,5,12,4,20982,20,21028
job-421,1,10,1,21018,11,21086
job-422,1,8,4,21069,149,21361
job-423,3,9,5,21123,141,21413
job-424,2,11,3,21178,50,21366
job-425,6,7,4,21227,104,21595
job-426,6,10,6,21286,130,21709
job-427,2,9,8,21340,66,21676
job-428,5,9,4,21391,177,21756
job-429,2,8,8,21434,255,21877
job-430,6,4,5,21484,27,21676
job-431,6,7,2,21527,70,21795
job-432,3,8,7,21576,83,21908
job-433,6,12,6,21629,30,21899
job-434,2,8,8,21673,147,21839
job-435,3,8,3,21727,24,21773
job-436,3,8,4,21789,466,22508
job-437,1,6,6,21849,116,21979
job-438,3,11,3,21889,88,22164
job-439,5,5,5,21935,30,22063
job-440,6,4,7,21989,334,22333
job-441,6,10,1,22039,334,22429
job-442,2,5,1,22089,93,22381
job-443,3,5,7,22133,127,22444
job-444,3,4,7,22186,51,22323
job-445,1,4,3,22251,103,22387
job-446,4,12,1,22279,99,22524
job-447,6,4,5,22332,60,22593
job-448,3,4,8,22386,56,22642
job-449,1,10,6,22441,19,22564
job-450,4,11,7,22486,15,22574
job-451,6,6,1,22539,115,22852
job-452,2,12,2,22591,136,22921
job-453,6,4,7,22641,42,22726
job-454,4,10,2,22679,26,23002
job-455,3,6,8,22737,89,23101
job-456,1,9,7,22786,24,23069
job-457,5,12,8,22831,32,22915
job-458,4,11,3,22891,25,23002
job-459,5,11,3,22955,16,23260
job-460,2,8,1,23001,170,23452
job-461,2,9,4,23051,52,23385
job-462,6,8,2,23116,92,23437
job-463,3,8,2,23178,54,23312
job-464,3,11,2,23229,37,23310
job-465,5,6,4,23282,178,23596
job-466,5,10,2,23355,11,23503
job-467,3,6,6,23392,176,23833
job-468,2,7,6,23446,180,23834
job-469,6,12,1,23496,12,23692
job-470,6,9,1,23550,162,23813
job-471,1,11,7,23591,33,23624
job-472,3,10,8,23640,157,23891
job-473,4,12,7,23693,76,23849
job-474,4,11,6,23747,122,24143
job-475,5,7,6,23791,136,23960
job-476,5,8,4,23833,301,24261
job-477,5,10,6,23891,73,24143
job-478,1,8,4,23947,163,24403
job-479,2,7,6,23989,207,24339
job-480,3,8,1,24049,798,24988
job-481,2,4,5,24096,89,24416
job-482,5,9,2,24143,40,24293
job-483,3,9,7,24204,151,24554
job-484,2,11,2,24247,55,24574
job-485,3,6,6,24295,324,24723
job-486,5,9,5,24354,45,24653
job-487,4,8,3,24407,18,24677
job-488,6,4,5,24449,79,24530
job-489,3,4,1,24504,27,24794
job-490,6,4,8,24563,31,24631
job-491,3,8,4,24618,49,24745
job-492,6,7,3,24666,66,24770
job-493,2,5,7,24715,92,24830
job-494,6,9,4,24772,149,25100
job-495,1,5,7,24820,73,25018
job-496,4,10,4,24877,132,25234
job-497,6,7,1,24929,30,25017
job-498,1,5,4,24974,57,25141
job-499,5,11,2,25026,168,25355
job-500,4,5,1,25077,32,25303
job-501,3,11,4,25133,136,25421
job-502,5,7,4,25183,135,25486
job-503,4,4,2,25226,202,25441
job-504,2,7,6,25278,85,25407
job-505,5,10,3,25327,634,26110
job-506,1,4,4,25377,31,25697
job-507,2,5,3,25436,163,25817
job-508,4,4,7,25503,56,25757
job-509,1,10,2,25557,54,25761
job-510,4,4,4,25611,34,25891
job-511,2,12,1,25656,36,25907
job-512,3,12,7,25701,145,25848
job-513,5,8,7,25757,132,25926
job-514,5,6,2,25797,30,26066
job-515,1,5,4,25840,102,26201
job-516,6,8,1,25881,60,25942
job-517,2,4,7,25927,76,26206
job-518,6,11,3,25977,91,26076
job-519,4,5,8,26027,34,26305
job-520,4,10,6,26070,170,26384
job-521,1,5,7,26123,37,26428
job-522,3,6,3,26170,38,26455
job-523,5,4,2,26215,92,26360
job-524,2,12,4,26253,67,26500
job-525,1,4,3,26310,93,26473
job-526,2,7,5,26352,75,26526
job-527,6,4,8,26404,142,26706
job-528,2,12,8,26452,244,26900
job-529,3,7,2,26500,105,26608
job-530,3,6,4,26546,248,27027
job-531,1,10,2,26596,19,26907
job-532,6,11,8,26644,27,26757
job-533,5,12,6,26698,221,27065
job-534,2,9,4,26753,113,27012
job-535,4,6,7,26788,30,26825
job-536,4,7,4,26841,83,27085
job-537,6,6,3,26893,125,27300
job-538,2,9,6,26942,126,27218
job-539,3,4,1,26994,144,27434
job-540,2,10,6,27041,77,27330
job-541,6,12,7,27104,235,27460
job-542,6,4,2,27158,77,27417
job-543,5,6,1,27210,31,27463
job-544,4,5,1,27264,29,27517
job-545,6,11,8,27315,125,27661
job-546,3,11,4,27362,253,27676
job-547,3,12,8,27414,10,27717
job-548,2,5,6,27466,155,27642
job-549,3,8,4,27518,300,28015
job-550,4,8,5,27572,42,27740
job-551,6,12,7,27625,93,27972
job-552,6,8,2,27669,138,27815
job-553,2,12,5,27708,191,27918
job-554,6,10,7,27749,15,27815
job-555,3,8,1,27795,101,28119
job-556,3,6,8,27838,69,27992
job-557,4,6,8,27878,17,27966
job-558,1,5,3,27931,44,28185
job-559,1,8,7,27982,279,28507
job-560,2,12,6,28030,131,28283
job-561,3,10,6,28074,48,28384
job-562,5,11,8,28132,394,28765
job-563,4,12,5,28165,75,28398
job-564,3,6,3,28218,21,28408
job-565,3,12,3,28253,31,28447
job-566,1,12,6,28306,431,28936
job-567,4,5,5,28351,47,28631
job-568,4,4,7,28399,131,28727
job-569,1,4,2,28450,63,28666
job-570,4,4,3,28487,46,28534
job-571,5,9,6,28534,163,28979
job-572,6,6,5,28576,73,28793
job-573,4,7,2,28625,117,28859
job-574,6,12,4,28681,65,28998
job-575,2,12,8,28725,119,29095
job-576,2,10,4,28767,29,28889
job-577,4,12,4,28827,16,29090
job-578,4,8,3,28866,52,29124
job-579,3,4,4,28919,22,29135
job-580,3,8,2,28966,134,29139
job-581,1,8,7,29017,219,29369
job-582,4,5,7,29072,34,29116
job-583,6,4,6,29118,108,29381
job-584,6,12,2,29170,19,29272
job-585,1,4,1,29211,271,29780
job-586,2,11,7,29264,45,29370
job-587,2,7,7,29308,317,29865
job-588,6,5,7,29360,54,29523
job-589,4,8,8,29418,11,29724
job-590,5,4,7,29465,88,29841
job-591,4,12,8,29513,45,29725
job-592,5,11,8,29559,20,29689
job-593,5,7,7,29607,87,29906
job-594,2,6,8,29663,73,29951
job-595,2,6,8,29701,65,29848
job-596,3,8,6,29752,269,30183
job-597,4,9,4,29799,159,30173
job-598,5,4,1,29854,172,30084
job-599,3,6,3,29908,25,30098
job-600,1,7,8,29966,116,30317
job-601,2,7,4,30015,29,30226
job-602,6,4,3,30070,13,30262
job-603,2,9,3,30119,76,30312
job-604,4,8,4,30162,59,30276
job-605,2,8,8,30220,33,30265
job-606,5,12,3,30261,51,30513
job-607,6,11,2,30318,90,30562
job-608,6,7,3,30383,269,30805
job-609,1,4,7,30447,71,30714
job-610,6,11,8,30490,34,30666
job-611,1,10,5,30536,20,30714
job-612,3,7,5,30587,26,30624
job-613,6,5,1,30635,67,30746
job-614,5,11,3,30696,94,30854
job-615,1,9,3,30748,132,30970
job-616,6,12,6,30799,43,31042
job-617,1,6,5,30857,137,31148
job-618,5,10,8,30911,159,31185
job-619,6,4,2,30955,133,31387
job-620,2,4,5,31000,82,31333
job-621,2,7,3,31053,138,31424
job-622,5,11,6,31104,176,31408
job-623,4,9,1,31149,25,31295
job-624,4,5,8,31208,157,31390
job-625,4,6,3,31265,165,31542
job-626,2,9,4,31312,141,31635
job-627,3,4,5,31356,375,31876
job-628,2,11,2,31414,103,31647
job-629,6,12,8,31471,124,31808
job-630,6,8,6,31516,17,31633
job-631,6,7,1,31563,220,31974
job-632,5,11,6,31610,297,32111
job-633,4,6,6,31655,115,31856
job-634,1,12,2,31700,29,31825
job-635,4,9,4,31748,119,32159
job-636,3,6,4,31796,16,31828
job-637,4,8,8,31851,32,31913
job-638,6,5,6,31912,87,32023
job-639,2,5,6,31962,64,32134
job-640,5,6,1,32020,82,32373
job-641,2,7,1,32078,57,32431
job-642,1,11,2,32135,48,32283
job-643,4,12,8,32195,25,32472
job-644,1,12,7,32236,12,32254
job-645,6,6,4,32283,560,32984
job-646,3,7,6,32338,52,32419
job-647,2,4,5,32388,242,32754
job-648,3,6,1,32442,233,32819
job-649,3,9,2,32484,79,32620
job-650,6,8,3,32538,12,32660
job-651,4,9,8,32580,13,32717
job-652,2,12,5,32645,107,32784
job-653,1,7,7,32696,89,32979
job-654,1,4,5,32754,218,33150
job-655,1,5,7,32809,25,33065
job-656,3,6,7,32855,105,33119
job-657,3,4,3,32911,339,33353
job-658,2,10,5,32968,59,33178
job-659,4,8,4,33027,126,33191
job-660,1,10,7,33081,131,33332
job-661,5,11,3,33140,57,33478
job-662,4,4,5,33191,654,34061
job-663,4,10,2,33250,53,33571
job-664,3,10,6,33308,13,33528
job-665,3,7,4,33350,85,33459
job-666,6,11,6,33407,235,33741
job-667,2,7,5,33447,224,33943
job-668,1,4,3,33509,14,33747
job-669,5,4,2,33559,329,34062
job-670,6,10,2,33607,395,34108
job-671,5,11,2,33653,36,33886
job-672,2,9,8,33700,27,33999
job-673,1,10,6,33755,209,33998
job-674,4,5,2,33817,25,33986
job-675,3,10,7,33864,156,34060
job-676,6,10,1,33910,53,34031
job-677,6,7,8,33964,69,34198
job-678,5,11,1,34014,237,34439
job-679,2,9,3,34079,58,34313
job-680,1,12,7,34130,67,34232
job-681,4,6,4,34188,119,34346
job-682,1,11,7,34237,140,34646
job-683,6,10,2,34287,288,34599
job-684,5,4,6,34341,16,34564
job-685,6,8,2,34392,106,34600
job-686,4,5,7,34434,154,34635
job-687,6,6,3,34482,58,34711
job-688,4,5,1,34539,22,34776
job-689,1,6,8,34588,150,34786
job-690,3,6,3,34630,72,34757
job-691,6,11,6,34674,26,34758
job-692,4,4,8,34728,58,35051
job-693,6,8,3,34783,53,35072
job-694,2,4,5,34840,11,35026
job-695,4,8,8,34884,10,34906
job-696,1,6,2,34931,256,35315
job-697,6,10,5,34976,54,35267
job-698,4,12,3,35018,10,35228
job-699,1,4,7,35067,452,35671
job-700,3,9,8,35122,22,35171
job-701,1,11,8,35175,182,35402
job-702,6,12,4,35225,325,35628
job-703,6,9,6,35270,12,35498
job-704,5,10,5,35331,131,35653
job-705,4,12,1,35380,50,35716
job-706,3,5,1,35426,59,35532
job-707,1,4,2,35472,19,35638
job-708,3,6,4,35519,170,35689
job-709,3,4,3,35558,11,35592
job-710,3,5,5,35611,270,36071
job-711,1,6,7,35657,52,35888
job-712,2,11,2,35707,41,36031
job-713,5,9,2,35750,113,35950
job-714,1,5,3,35799,192,36096
job-715,1,11,7,35858,131,36072
job-716,4,4,2,35922,71,36185
job-717,2,5,7,35955,89,36324
job-718,4,8,4,36008,277,36568
job-719,1,12,3,36063,94,36386
job-720,2,8,8,36114,488,36675
job-721,3,10,1,36171,33,36288
job-722,2,6,8,36217,41,36375
job-723,2,10,3,36268,139,36703
job-724,3,12,1,36313,186,36763
job-725,1,10,3,36370,407,36819
job-726,5,12,6,36427,166,36845
job-727,4,4,3,36476,83,36849
job-728,6,6,6,36523,68,36607
job-729,5,4,5,36574,29,36852
job-730,4,7,3,36616,82,36990
job-731,6,5,1,36663,37,36850
job-732,1,12,6,36709,100,36996
job-733,1,9,2,36759,86,37055
job-734,1,4,7,36809,49,36951
job-735,2,8,1,36857,423,37542
job-736,1,9,7,36907,266,37430
job-737,6,4,8,36960,31,37268
job-738,2,11,1,37013,160,37370
job-739,1,4,5,37059,32,37327
job-740,4,12,3,37117,112,37255
job-741,6,12,4,37152,203,37499
job-742,4,9,1,37192,133,37356
job-743,5,8,1,37244,11,37267
job-744,5,9,4,37294,79,37604
job-745,4,7,2,37351,126,37675
job-746,6,11,3,37409,74,37539
job-747,5,7,6,37458,155,37761
job-748,4,10,2,37511,41,37580
job-749,4,11,4,37556,79,37847
job-750,2,12,3,37604,190,37879
job-751,3,4,6,37654,128,37968
job-752,2,12,4,37710,16,37940
job-753,6,12,2,37765,33,38052
job-754,5,11,1,37819,154,38039
job-755,6,11,6,37862,68,38218
job-756,1,12,6,37920,94,38060
job-757,4,11,2,37976,177,38251
job-758,4,12,7,38031,286,38564
job-759,2,6,1,38094,244,38508
job-760,3,4,6,38130,98,38331
job-761,1,7,7,38174,81,38465
job-762,5,6,5,38230,237,38685
job-763,4,4,3,38288,28,38566
job-764,6,6,5,38336,45,38588
job-765,5,4,4,38387,23,38684
job-766,4,8,2,38435,193,38922
job-767,4,10,2,38497,86,38713
job-768,2,8,5,38535,34,38578
job-769,5,4,5,38584,42,38893
job-770,4,6,1,38630,119,38878
job-771,6,6,4,38690,149,39103
job-772,4,5,8,38736,110,38861
job-773,3,8,4,38789,104,39156
job-774,5,7,4,38833,168,39259
job-775,3,5,7,38878,47,39081
job-776,5,4,8,38927,37,39060
