job-id,C,M,E,T_A,T_est,T_D
job-110,5,11,2,5504,31,5809
job-111,1,7,8,5558,25,5647
job-112,4,9,5,5618,130,5839
job-113,1,7,2,5661,99,5762
job-114,3,12,8,5707,186,5960
job-115,3,10,3,5759,17,5896
job-116,1,11,2,5796,36,5996
job-117,5,8,5,5850,40,6092
job-118,2,7,2,5900,58,6067
job-119,3,10,1,5947,189,6237
job-120,5,5,3,5997,15,6074
job-121,1,8,1,6045,88,6231
job-122,3,5,6,6081,212,6531
job-123,5,10,8,6127,135,6384
job-124,1,7,4,6190,357,6697
job-125,6,8,3,6234,76,6540
job-126,2,10,5,6288,50,6390
job-127,6,6,2,6347,222,6850
job-128,5,7,7,6396,21,6507
job-129,5,10,5,6437,282,6758
job-130,4,6,4,6489,630,7222
job-131,3,12,2,6537,542,7209
job-132,5,9,5,6595,215,6977
job-133,6,12,4,6661,264,7069
job-134,1,9,5,6716,24,6900
job-135,3,10,8,6768,20,7025
job-136,4,7,3,6814,61,7084
job-137,1,5,6,6876,55,6958
job-138,3,7,7,6932,65,7192
job-139,2,12,8,6992,261,7391
job-140,3,5,2,7037,257,7593
job-141,4,9,2,7077,43,7200
job-142,3,8,4,7116,34,7419
job-143,2,7,3,7155,65,7356
job-144,4,10,3,7209,29,7482
job-145,4,5,1,7261,35,7428
job-146,2,7,7,7314,693,8244
job-147,1,4,8,7361,255,7844
job-148,1,5,7,7416,331,7990
job-149,5,4,5,7462,169,7857
job-150,4,7,8,7514,49,7641
job-151,4,6,7,7563,33,7834
job-152,1,9,4,7611,202,8043
job-153,2,7,1,7663,12,7732
job-154,2,4,2,7702,213,8029
job-155,1,9,8,7749,206,8010
job-156,1,6,7,7792,84,7895
job-157,4,12,6,7836,217,8204
job-158,5,4,1,7889,65,8006
job-159,1,4,6,7940,59,8090
job-160,5,10,1,7993,103,8141
job-161,4,8,4,8036,26,8096
job-162,1,5,4,8090,51,8179
job-163,4,10,6,8131,129,8479
job-164,1,5,2,8181,45,8317
job-165,4,9,8,8236,96,8401
job-166,6,5,8,8275,36,8373
job-167,6,10,1,8319,176,8794
job-168,6,5,5,8363,43,8464
job-169,5,9,7,8423,159,8601
job-170,5,8,4,8469,186,8919
job-171,6,10,3,8514,58,8741
job-172,3,11,7,8559,29,8842
job-173,1,10,6,8607,119,8748
job-174,2,9,6,8648,92,8762
job-175,3,12,6,8699,100,9014
job-176,1,12,5,8745,13,8806
job-177,6,8,1,8783,158,9197
job-178,1,12,4,8836,94,8979
job-179,2,9,2,8890,103,9148
job-180,4,7,1,8933,40,9166
job-181,5,5,4,8984,58,9067
job-182,5,12,6,9040,37,9278
job-183,3,4,1,9083,154,9354
job-184,1,7,7,9135,35,9419
job-185,6,5,3,9185,109,9376
job-186,1,11,5,9234,129,9492
job-187,5,10,3,9294,122,9547
job-188,4,6,4,9344,29,9672
job-189,3,6,5,9400,11,9457
job-190,4,6,8,9437,308,9831
job-191,3,7,8,9487,64,9562
job-192,6,11,1,9548,54,9748
job-193,6,9,4,9601,145,9758
job-194,6,4,4,9654,79,9856
job-195,4,10,8,9697,18,9779
job-196,4,10,2,9742,74,9897
job-197,1,5,5,9793,171,10009
job-198,5,5,6,9835,398,10300
job-199,4,4,5,9879,140,10123
job-200,5,9,6,9929,73,10256
job-201,1,9,6,9982,144,10383
job-202,1,11,4,10038,33,10319
job-203,5,4,8,10087,152,10261
job-204,4,10,5,10145,110,10298
job-205,3,11,7,10194,33,10274
job-206,5,6,8,10257,111,10437
job-207,3,9,8,10320,13,10401
job-208,3,9,4,10365,64,10540
job-209,2,12,4,10418,53,10662
job-210,6,11,6,10461,285,10782
job-211,3,9,4,10513,94,10784
job-212,1,8,3,10559,197,10772
job-213,6,8,3,10621,235,10974
job-214,3,8,1,10672,326,11165
job-215,5,9,5,10729,38,10882
job-216,4,4,1,10777,55,10962
job-217,6,9,1,10819,205,11250
job-218,2,9,6,10870,30,11194
job-219,6,4,4,10916,329,11302
job-220,3,8,5,10961,203,11349
job-221,2,8,6,11005,91,11232
job-222,3,12,5,11054,180,11420
job-223,5,6,6,11107,300,11477
job-224,3,7,3,11161,115,11366
job-225,6,7,8,11211,48,11295
job-226,6,7,7,11258,126,11595
job-227,4,9,7,11323,184,11794
job-228,1,4,1,11368,156,11662
job-229,4,6,7,11412,197,11821
job-230,5,9,3,11478,105,11829
job-231,4,9,8,11528,89,11912
job-232,4,11,6,11584,17,11721
job-233,3,12,1,11632,136,12038
job-234,2,4,6,11682,54,11767
job-235,2,5,1,11714,134,12069
job-236,4,12,6,11763,64,11930
job-237,3,4,3,11820,91,12153
job-238,3,6,3,11859,95,12241
job-239,3,5,2,11907,85,12260
job-240,1,9,1,11958,235,12217
job-241,6,10,4,12015,12,12264
job-242,6,11,6,12073,39,12161
job-243,6,11,5,12119,25,12305
job-244,2,7,5,12176,27,12310
job-245,2,6,2,12232,136,12550
job-246,1,12,8,12279,74,12429
job-247,4,7,1,12332,46,12398
job-248,2,11,2,12361,34,12652
job-249,4,5,3,12412,89,12581
job-250,6,7,1,12457,108,12647
job-251,4,10,1,12504,32,12554
job-252,6,9,4,12557,19,12658
job-253,6,5,2,12622,73,12987
job-254,1,9,2,12677,48,12991
job-255,6,7,3,12731,65,12807
job-256,5,7,6,12779,93,13044
job-257,3,11,7,12826,59,12915
job-258,6,5,3,12876,18,13115
job-259,1,7,7,12930,154,13296
job-260,5,9,3,12991,39,13260
job-261,6,7,5,13031,29,13357
job-262,3,6,5,13071,17,13264
job-263,5,8,1,13110,170,13357
job-264,2,9,4,13163,68,13288
job-265,4,10,2,13207,59,13424
job-266,5,4,2,13269,168,13637
job-267,4,11,8,13321,13,13453
job-268,1,4,3,13365,37,13535
job-269,1,4,8,13433,634,14142
job-270,3,5,6,13486,10,13619
job-271,4,11,7,13525,106,13633
job-272,1,4,4,13570,154,13923
job-273,5,5,6,13619,137,13789
job-274,2,4,7,13668,151,14056
job-275,2,9,6,13717,40,13797
job-276,6,8,8,13757,23,14015
job-277,4,11,2,13806,128,14198
job-278,5,9,1,13849,74,14098
job-279,3,10,7,13892,163,14185
job-280,2,7,6,13953,120,14180
job-281,3,10,4,14013,65,14122
job-282,5,7,1,14066,82,14160
job-283,2,12,6,14125,96,14258
job-284,4,5,6,14174,157,14457
job-285,2,11,7,14234,19,14296
job-286,2,7,5,14281,122,14554
job-287,3,7,2,14332,14,14492
job-288,3,6,1,14391,14,14530
job-289,2,5,3,14437,128,14857
job-290,1,9,3,14502,72,14832
job-291,2,11,3,14550,76,14906
job-292,1,4,4,14595,166,14777
job-293,2,6,8,14653,80,14861
job-294,2,10,4,14697,135,15096
job-295,1,6,3,14753,182,15060
job-296,4,6,4,14798,111,15141
job-297,5,9,5,14857,382,15246
job-298,3,12,5,14910,196,15233
job-299,3,8,5,14958,39,15153
job-300,6,12,2,15000,343,15376
job-301,1,11,2,15044,30,15222
job-302,2,7,7,15088,36,15402
job-303,2,9,3,15122,109,15362
job-304,1,6,3,15183,10,15286
job-305,5,6,6,15225,88,15480
job-306,3,10,7,15266,106,15459
job-307,1,10,4,15318,235,15614
job-308,2,7,3,15363,189,15783
job-309,1,6,6,15415,68,15764
job-310,6,4,3,15462,162,15752
job-311,4,7,5,15509,33,15618
job-312,6,8,2,15566,40,15754
job-313,5,11,7,15616,206,16057
job-314,2,8,5,15669,18,15824
job-315,3,9,2,15719,10,15856
job-316,5,7,7,15767,145,15976
job-317,5,11,7,15814,80,15971
job-318,3,10,7,15859,33,15959
job-319,1,11,8,15904,299,16311
job-320,5,10,5,15949,33,16074
job-321,2,8,5,16020,101,16164
job-322,4,4,2,16068,231,16305
job-323,6,6,1,16119,25,16238
job-324,6,4,4,16160,68,16404
job-325,3,7,4,16206,251,16539
job-326,5,12,1,16248,155,16638
job-327,2,10,7,16320,36,16599
job-328,6,12,7,16370,177,16709
job-329,3,4,1,16413,125,16738
job-330,2,4,3,16472,29,16710
job-331,1,6,6,16519,29,16571
job-332,4,12,4,16569,17,16683
job-333,2,9,6,16616,46,16768
job-334,2,11,8,16672,94,16857
job-335,2,12,3,16725,140,17159
job-336,4,9,8,16782,129,17057
job-337,1,9,1,16822,150,17208
job-338,6,7,5,16864,57,17068
job-339,4,12,8,16912,54,17210
job-340,3,5,5,16966,116,17094
job-341,4,10,1,17014,120,17322
job-342,1,6,1,17067,10,17197
job-343,3,10,8,17117,114,17391
job-344,1,6,4,17179,397,17679
job-345,1,7,3,17236,50,17371
job-346,5,11,5,17295,125,17588
job-347,2,10,1,17360,59,17474
job-348,2,8,7,17414,19,17585
job-349,4,7,5,17469,38,17715
job-350,2,4,3,17523,10,17747
job-351,5,9,7,17579,332,18132
job-352,2,9,5,17631,162,17859
job-353,6,5,8,17670,28,17892
job-354,5,7,3,17714,130,17900
job-355,2,10,6,17773,21,17837
job-356,5,12,7,17822,156,17985
job-357,6,4,1,17869,18,18138
job-358,2,9,4,17915,102,18081
job-359,3,10,2,17954,134,18357
job-360,4,11,7,18005,138,18338
job-361,3,10,3,18053,26,18145
job-362,4,5,6,18100,44,18442
job-363,1,4,7,18149,104,18317
job-364,4,11,4,18206,132,18508
job-365,4,5,6,18255,89,18639
job-366,1,4,6,18305,35,18515
job-367,2,5,6,18351,105,18572
job-368,3,6,4,18393,64,18670
job-369,1,4,7,18449,95,18748
job-370,2,5,4,18498,44,18816
job-371,1,12,5,18542,23,18859
job-372,1,9,6,18589,15,18637
job-373,5,9,7,18636,75,18737
job-374,3,4,4,18690,135,19040
job-375,5,8,5,18752,173,19155
job-376,4,12,6,18803,91,19095
job-377,2,6,3,18858,36,19155
job-378,3,7,4,18907,106,19127
job-379,4,11,4,18961,22,19233
job-380,3,5,6,19004,98,19381
job-381,5,9,5,19049,80,19312
job-382,2,9,7,19101,205,19561
job-383,2,7,4,19143,10,19393
job-384,4,10,6,19198,40,19408
job-385,3,6,4,19252,42,19436
job-386,5,7,1,19309,12,19361
job-387,5,10,5,19359,34,19495
job-388,2,12,6,19411,125,19577
job-389,2,9,8,19467,21,19582
job-390,5,7,2,19513,32,19757
job-391,6,4,7,19568,45,19697
job-392,3,4,4,19605,355,20149
job-393,2,9,8,19666,129,19987
job-394,4,7,7,19715,55,19951
job-395,3,11,5,19768,68,20124
job-396,3,10,8,19825,11,19894
job-397,5,7,6,19876,98,20193
job-398,6,12,1,19916,225,20282
job-399,1,10,1,19956,71,20199
job-400,5,12,6,20005,136,20435
job-401,4,11,2,20052,255,20557
job-402,3,8,8,20096,27,20171
job-403,3,11,4,20152,87,20246
job-404,4,11,5,20211,45,20448
job-405,1,9,5,20253,62,20405
job-406,6,8,2,20301,28,20485
job-407,6,12,1,20347,76,20654
job-408,4,11,7,20395,43,20735
job-409,1,5,3,20448,13,20720
job-410,6,9,3,20490,327,21027
job-411,4,11,7,20528,15,20742
job-412,1,11,7,20567,27,20738
job-413,6,11,3,20612,196,20888
job-414,5,9,6,20670,42,20914
job-415,1,4,2,20724,253,21206
job-416,2,10,5,20768,391,21204
job-417,4,7,7,20800,112,21057
job-418,2,10,8,20850,82,21047
job-419,2,5,5,20906,10,20952
job-420,1,8,6,20956,160,21305
job-421,2,11,7,21007,134,21240
job-422,3,8,1,21045,13,21308
job-423,1,10,7,21095,28,21245
job-424,2,8,2,21158,27,21444
job-425,2,12,5,21214,11,21305
job-426,5,6,4,21261,92,21363
job-427,3,9,1,21319,49,21543
job-428,2,5,5,21367,205,21821
job-429,4,11,3,21424,316,21993
job-430,4,11,3,21475,12,21677
job-431,1,6,8,21512,40,21787
job-432,5,9,2,21563,16,21601
job-433,6,6,8,21615,492,22345
job-434,1,6,3,21655,19,21694
job-435,6,12,8,21712,285,22067
job-436,1,8,1,21767,21,22025
job-437,6,4,4,21814,10,22097
job-438,5,7,2,21868,303,22214
job-439,4,12,6,21935,230,22227
job-440,1,9,2,21987,153,22351
job-441,2,10,3,22026,15,22169
job-442,5,6,1,22079,67,22399
job-443,6,6,6,22127,16,22266
job-444,4,10,1,22179,38,22217
job-445,6,6,3,22225,239,22691
job-446,6,11,4,22283,18,22389
job-447,4,6,7,22332,17,22602
job-448,1,12,7,22392,198,22764
job-449,4,4,4,22447,71,22533
job-450,5,10,2,22479,36,22807
job-451,2,8,7,22535,172,22772
job-452,1,12,6,22581,339,23183
job-453,1,10,1,22627,221,22887
job-454,4,12,2,22672,210,23033
job-455,5,9,8,22723,18,22816
job-456,2,7,1,22789,150,23130
job-457,1,12,1,22853,63,23174
job-458,4,8,8,22896,90,23284
job-459,2,10,6,22950,12,23141
job-460,2,12,7,22990,179,23359
job-461,5,12,5,23039,76,23357
job-462,2,8,7,23089,145,23323
job-463,3,10,3,23135,362,23737
job-464,6,12,5,23187,10,23290
job-465,6,7,2,23235,103,23359
job-466,3,12,7,23281,55,23471
job-467,5,7,2,23332,113,23529
job-468,2,11,2,23384,129,23602
job-469,3,12,3,23436,89,23563
job-470,4,7,4,23489,210,23964
job-471,2,12,3,23547,156,23887
job-472,2,5,6,23594,28,23882
job-473,1,11,5,23648,37,23753
job-474,4,10,4,23705,179,24118
job-475,6,6,1,23767,36,24024
job-476,5,6,2,23815,75,24121
job-477,1,5,3,23880,38,24171
job-478,2,9,2,23929,208,24150
job-479,5,5,8,23974,15,24237
job-480,4,4,4,24029,155,24254
job-481,6,11,4,24074,49,24302
job-482,3,10,7,24127,55,24358
job-483,2,12,6,24175,245,24583
job-484,2,4,4,24226,99,24597
job-485,1,5,4,24273,92,24643
job-486,6,12,6,24321,23,24510
job-487,3,11,7,24381,167,24750
job-488,4,9,7,24428,81,24646
job-489,4,12,1,24473,19,24779
job-490,2,8,7,24517,141,24943
job-491,1,9,5,24575,159,24881
job-492,4,5,1,24618,35,24883
job-493,6,9,1,24661,76,24850
job-494,6,10,4,24719,83,24861
job-495,1,12,5,24762,62,24920
job-496,1,5,2,24812,483,25445
job-497,2,9,5,24869,15,24978
job-498,5,4,4,24933,214,25367
job-499,6,12,8,24985,17,25210
job-500,3,9,3,25029,79,25127
job-501,4,4,1,25087,98,25307
job-502,4,7,6,25145,68,25298
job-503,2,9,1,25194,45,25320
job-504,5,8,2,25237,47,25324
job-505,1,4,5,25295,199,25524
job-506,2,10,6,25349,63,25582
job-507,5,11,7,25397,25,25604
job-508,3,4,7,25445,78,25555
job-509,3,12,3,25492,103,25596
job-510,2,8,6,25540,34,25586
job-511,3,4,6,25591,101,25705
job-512,1,8,7,25639,22,25873
job-513,1,10,5,25696,311,26049
job-514,1,9,2,25740,176,26103
job-515,5,5,8,25781,62,25924
job-516,4,8,5,25827,37,25956
job-517,2,10,1,25876,78,26085
job-518,2,9,3,25931,116,26259
job-519,4,10,7,25990,141,26215
job-520,1,7,5,26039,63,26348
job-521,1,6,6,26079,143,26432
job-522,6,9,2,26128,202,26416
job-523,3,7,1,26179,76,26324
job-524,3,9,5,26230,35,26417
job-525,6,9,6,26266,58,26610
job-526,6,8,1,26314,83,26553
job-527,6,5,5,26364,165,26607
job-528,5,4,2,26419,10,26490
job-529,1,9,2,26463,97,26818
job-530,5,9,6,26517,42,26779
job-531,4,11,2,26570,27,26823
job-532,5,6,5,26618,10,26872
job-533,4,5,1,26667,190,26889
job-534,1,11,6,26717,22,26859
job-535,1,4,6,26768,58,26838
job-536,5,5,5,26813,329,27300
job-537,6,4,1,26871,116,27034
job-538,3,10,1,26927,20,27135
job-539,1,10,2,26980,118,27195
job-540,1,4,6,27027,43,27269
job-541,3,12,3,27079,21,27132
job-542,2,9,1,27129,136,27319
job-543,1,7,8,27170,211,27417
job-544,5,9,8,27223,253,27697
job-545,4,10,4,27274,545,28010
job-546,1,11,3,27326,831,28264
job-547,2,9,7,27359,125,27569
job-548,4,7,6,27395,23,27676
job-549,1,12,8,27445,95,27562
job-550,5,10,2,27481,17,27650
job-551,1,10,8,27525,405,28170
job-552,1,6,4,27572,40,27853
job-553,2,10,6,27641,23,27936
job-554,1,5,5,27691,318,28218
job-555,6,6,2,27729,99,28009
job-556,6,8,4,27780,20,28045
job-557,3,4,7,27821,108,28107
job-558,5,5,6,27866,25,27989
job-559,3,11,5,27912,43,28214
job-560,2,8,5,27965,44,28016
job-561,1,10,6,28018,10,28105
job-562,2,8,4,28063,449,28782
job-563,5,5,3,28105,60,28460
job-564,5,11,4,28160,28,28339
job-565,3,9,5,28212,172,28457
job-566,1,7,6,28265,336,28875
job-567,3,7,8,28312,51,28388
job-568,6,5,8,28366,199,28632
job-569,4,8,4,28412,124,28654
job-570,4,6,1,28464,105,28574
job-571,6,5,7,28518,83,28612
job-572,5,12,1,28555,184,28996
job-573,6,10,5,28607,45,28933
job-574,3,8,8,28645,284,28991
job-575,2,6,2,28699,396,29185
job-576,2,5,6,28746,27,28969
job-577,2,12,2,28789,115,28959
job-578,3,11,4,28844,21,28968
job-579,6,5,7,28889,34,29054
job-580,3,6,7,28937,315,29443
job-581,1,8,5,28978,92,29266
job-582,6,9,6,29044,356,29678
job-583,1,9,5,29084,227,29386
job-584,6,12,7,29129,19,29311
job-585,2,11,5,29175,95,29394
job-586,4,10,2,29218,24,29293
job-587,4,12,4,29273,200,29513
job-588,1,9,6,29330,184,29766
job-589,3,7,3,29374,183,29770
job-590,2,8,8,29432,179,29623
job-591,1,10,3,29480,200,29970
job-592,2,4,7,29537,167,29972
job-593,3,10,3,29595,59,29932
job-594,5,12,1,29661,80,29927
job-595,2,4,5,29710,35,29764
job-596,4,10,6,29771,78,30078
job-597,6,4,1,29816,40,30044
job-598,3,12,4,29874,536,30432
job-599,3,11,5,29922,69,30004
job-600,1,10,7,29967,88,30149
job-601,2,10,5,30000,128,30355
job-602,5,5,1,30048,120,30184
job-603,5,4,6,30107,150,30336
job-604,6,11,5,30162,59,30266
job-605,3,12,7,30211,107,30591
job-606,1,6,8,30252,221,30673
job-607,6,5,1,30311,286,30692
job-608,3,6,2,30352,70,30472
job-609,4,8,3,30398,126,30529
job-610,4,4,7,30444,42,30547
job-611,6,7,1,30487,99,30598
job-612,6,10,3,30524,57,30715
job-613,1,7,8,30574,92,30879
job-614,2,12,8,30628,181,30905
job-615,1,6,3,30670,154,31064
job-616,5,6,3,30719,43,30801
job-617,6,10,4,30758,120,31157
job-618,6,9,6,30811,38,31025
job-619,4,6,8,30857,415,31430
job-620,4,11,5,30903,81,31074
job-621,1,7,5,30948,59,31281
job-622,4,8,3,31000,111,31311
job-623,6,9,3,31054,216,31354
job-624,6,11,5,31108,19,31370
job-625,3,6,7,31151,109,31381
job-626,1,11,6,31202,35,31287
job-627,2,11,4,31248,25,31410
job-628,4,8,1,31302,86,31545
job-629,4,9,4,31358,80,31612
job-630,3,5,1,31408,113,31665
job-631,2,4,4,31464,46,31629
job-632,4,10,6,31514,218,31764
job-633,5,12,6,31549,396,32148
job-634,1,5,5,31594,99,31815
job-635,5,6,7,31646,72,31951
job-636,4,12,4,31688,160,31944
job-637,1,11,5,31737,162,32119
job-638,1,10,7,31794,242,32097
job-639,3,8,4,31833,10,32017
job-640,1,8,3,31878,29,32141
job-641,3,7,5,31923,135,32232
job-642,6,6,8,31981,18,32020
job-643,5,10,1,32025,93,32141
job-644,6,11,2,32080,122,32337
job-645,4,12,7,32119,62,32305
job-646,6,4,2,32167,237,32507
job-647,2,8,2,32216,34,32450
job-648,1,11,8,32271,233,32582
job-649,3,10,3,32318,113,32495
job-650,4,5,4,32371,149,32615
job-651,6,4,3,32421,23,32478
job-652,6,5,8,32475,39,32656
job-653,5,9,5,32520,39,32829
job-654,2,7,6,32567,106,32955
job-655,1,12,2,32608,47,32759
job-656,2,7,3,32652,250,33098
job-657,6,9,4,32713,174,32938
job-658,2,4,1,32756,104,32995
job-659,6,5,8,32812,30,33036
job-660,6,12,8,32860,186,33130
job-661,2,8,8,32915,94,33303
job-662,5,4,2,32963,154,33322
job-663,5,4,7,33022,217,33383
job-664,4,6,5,33073,61,33298
job-665,6,12,3,33116,73,33263
job-666,6,12,3,33168,52,33386
job-667,1,8,7,33221,22,33378
job-668,4,9,4,33271,50,33595
job-669,5,4,3,33325,167,33681
job-670,3,9,2,33388,179,33808
job-671,4,8,4,33431,346,33888
job-672,1,4,1,33476,33,33590
job-673,2,5,8,33526,109,33740
job-674,5,5,1,33563,103,33930
job-675,6,6,6,33620,108,33941
job-676,4,12,5,33664,142,34085
job-677,5,11,8,33721,84,33814
job-678,3,12,3,33769,78,34077
job-679,5,7,8,33819,182,34075
job-680,5,5,6,33854,44,34146
job-681,6,12,7,33899,33,34076
job-682,5,5,4,33967,447,34662
job-683,2,9,2,34007,73,34172
job-684,2,6,2,34059,171,34314
job-685,5,11,6,34107,175,34418
job-686,5,7,6,34156,17,34304
job-687,6,12,4,34205,35,34423
job-688,4,4,7,34254,297,34787
job-689,2,4,3,34306,13,34322
job-690,2,11,3,34350,54,34495
job-691,6,6,1,34388,33,34618
job-692,6,10,7,34434,132,34679
job-693,6,5,4,34483,208,34816
job-694,4,4,1,34528,142,34811
job-695,2,10,8,34590,57,34859
job-696,5,8,4,34640,298,34988
job-697,5,8,7,34684,537,35292
job-698,1,12,7,34724,157,35090
job-699,5,9,6,34785,219,35182
job-700,2,12,7,34831,19,34948
job-701,2,8,4,34877,172,35249
job-702,1,5,6,34922,184,35381
job-703,6,8,6,34984,45,35140
job-704,3,4,4,35038,94,35162
job-705,5,10,2,35091,47,35305
job-706,6,9,8,35133,110,35428
job-707,6,8,6,35198,82,35325
job-708,2,7,1,35255,113,35386
job-709,4,11,2,35307,66,35482
job-710,4,12,7,35362,27,35503
job-711,3,6,5,35417,68,35643
job-712,4,7,1,35468,34,35709
job-713,6,6,3,35505,62,35729
job-714,2,10,3,35553,240,35889
job-715,5,12,2,35604,100,35705
job-716,1,9,3,35654,41,35765
job-717,4,5,1,35709,340,36098
job-718,4,4,7,35753,33,35980
job-719,4,4,3,35801,201,36126
job-720,5,12,6,35848,215,36206
job-721,6,4,3,35891,12,35965
job-722,4,7,4,35946,82,36058
job-723,5,12,2,36005,14,36289
job-724,5,12,3,36067,36,36184
job-725,3,6,1,36123,70,36263
job-726,6,7,3,36169,230,36538
job-727,2,10,5,36236,23,36277
job-728,4,9,1,36281,43,36479
job-729,1,9,1,36329,124,36747
job-730,2,12,3,36378,254,36658
job-731,3,9,1,36427,35,36671
job-732,5,7,4,36477,80,36797
job-733,5,5,7,36536,41,36623
job-734,6,12,1,36598,54,36828
job-735,2,8,1,36653,177,36836
job-736,4,9,6,36708,73,36895
job-737,2,4,2,36775,53,36831
job-738,2,7,3,36834,343,37310
job-739,2,11,1,36879,437,37520
job-740,4,11,4,36921,10,37186
job-741,1,11,6,36970,31,37009
job-742,4,7,6,37014,35,37134
job-743,4,12,5,37053,125,37207
job-744,3,5,8,37100,243,37537
job-745,1,10,3,37159,519,37937
job-746,2,5,2,37204,30,37477
job-747,4,9,3,37250,134,37665
job-748,6,7,6,37298,668,38179
job-749,1,11,6,37337,52,37465
job-750,6,11,1,37397,10,37543
job-751,3,6,2,37453,203,37820
job-752,2,12,8,37505,221,37834
job-753,6,5,6,37553,84,37709
job-754,2,6,3,37601,133,37945
job-755,5,10,1,37641,17,37820
job-756,2,5,6,37691,178,38164
job-757,1,5,7,37741,52,38011
job-758,6,5,3,37795,158,38224
job-759,1,9,4,37847,66,38051
job-760,3,9,2,37898,16,37957
job-761,6,6,4,37943,30,37986
job-762,4,12,7,37995,22,38195
job-763,4,12,6,38051,114,38182
job-764,5,11,8,38100,172,38565
job-765,4,10,6,38146,29,38409
job-766,2,9,2,38193,269,38721
job-767,1,8,1,38235,52,38550
job-768,4,10,8,38275,92,38555
job-769,2,5,5,38314,21,38632
job-770,2,10,4,38378,311,38829
job-771,5,5,6,38428,153,38790
job-772,1,12,2,38480,152,38818
job-773,3,5,2,38531,257,39001
job-774,2,4,5,38589,309,39101
job-775,2,12,1,38655,86,38788
job-776,3,6,5,38714,205,39218
