job-id,C,M,E,T_A,T_est,T_D
job-176,4,11,4,4480,63,4775
job-177,6,10,7,4509,373,5047
job-178,1,11,7,4532,293,5095
job-179,4,10,3,4551,138,4730
job-180,4,5,1,4573,227,4879
job-181,6,11,8,4601,73,4875
job-182,3,10,4,4625,34,4772
job-183,1,6,7,4644,150,5023
job-184,1,4,5,4666,17,4955
job-185,4,9,4,4690,50,4910
job-186,6,8,3,4707,67,4893
job-187,5,4,4,4729,123,5087
job-188,5,5,3,4752,19,4900
job-189,5,11,5,4777,21,4848
job-190,3,12,1,4807,54,5143
job-191,1,12,3,4832,76,5018
job-192,3,11,5,4856,75,5035
job-193,2,8,5,4885,79,5000
job-194,4,11,6,4902,97,5151
job-195,2,9,3,4927,16,5155
job-196,4,11,8,4949,91,5124
job-197,5,4,4,4968,189,5432
job-198,6,5,8,4993,175,5272
job-199,6,9,7,5019,36,5167
job-200,3,4,8,5040,73,5129
job-201,4,10,5,5064,73,5317
job-202,5,10,7,5094,118,5385
job-203,5,11,6,5118,49,5375
job-204,3,5,8,5134,56,5331
job-205,4,10,5,5153,157,5585
job-206,4,6,1,5181,103,5441
job-207,3,10,5,5203,123,5492
job-208,6,9,4,5223,23,5540
job-209,3,11,4,5250,121,5413
job-210,5,11,1,5274,28,5405
job-211,1,6,4,5303,55,5376
job-212,3,11,8,5337,90,5486
job-213,2,11,8,5363,23,5654
job-214,1,7,7,5384,156,5757
job-215,6,9,8,5417,203,5630
job-216,2,10,4,5437,144,5805
job-217,6,9,4,5463,72,5581
job-218,4,4,8,5481,100,5714
job-219,5,12,4,5503,358,6125
job-220,2,11,3,5535,71,5692
job-221,2,12,1,5559,181,5932
job-222,3,11,5,5584,18,5756
job-223,2,10,6,5612,104,5942
job-224,3,10,1,5630,276,6100
job-225,6,10,2,5648,49,5945
job-226,2,5,8,5677,75,5767
job-227,3,12,3,5712,66,5874
job-228,1,5,5,5744,294,6337
job-229,3,5,5,5769,33,5886
job-230,2,11,2,5791,55,5921
job-231,2,4,4,5819,124,6031
job-232,2,7,1,5840,25,5896
job-233,5,7,4,5866,36,6066
job-234,1,12,6,5884,141,6087
job-235,4,8,1,5912,21,6129
job-236,1,7,1,5942,14,6201
job-237,3,11,8,5964,94,6191
job-238,5,4,5,5988,103,6376
job-239,4,8,3,6012,55,6261
job-240,4,7,4,6041,20,6252
job-241,3,10,3,6064,43,6181
job-242,1,10,3,6095,477,6650
job-243,3,9,3,6129,15,6254
job-244,5,8,4,6155,54,6294
job-245,4,11,5,6188,456,6729
job-246,6,7,3,6207,105,6562
job-247,4,4,5,6231,129,6585
job-248,1,11,6,6260,122,6457
job-249,3,5,6,6290,37,6400
job-250,6,12,6,6314,35,6362
job-251,4,8,8,6345,269,6729
job-252,2,11,4,6365,18,6524
job-253,5,5,3,6393,22,6556
job-254,1,9,4,6413,76,6579
job-255,5,8,5,6437,36,6755
job-256,1,12,8,6452,131,6741
job-257,2,5,7,6477,207,6923
job-258,3,12,2,6497,10,6541
job-259,5,11,1,6526,154,6771
job-260,5,12,1,6549,61,6814
job-261,3,6,4,6570,96,6923
job-262,5,12,4,6601,294,7187
job-263,6,12,5,6620,68,6815
job-264,1,7,5,6646,38,6765
job-265,6,12,4,6672,177,6939
job-266,4,12,4,6703,259,7136
job-267,5,5,1,6724,19,6949
job-268,6,7,5,6747,43,7026
job-269,2,7,3,6776,112,7105
job-270,6,6,7,6797,194,7179
job-271,3,9,2,6817,25,6983
job-272,3,10,5,6837,23,6927
job-273,3,11,2,6863,95,7181
job-274,3,8,6,6882,71,7252
job-275,6,8,6,6910,32,7162
job-276,5,4,2,6938,27,7242
job-277,5,7,8,6962,39,7281
job-278,6,9,5,6977,99,7170
job-279,3,7,7,7005,23,7191
job-280,5,8,7,7037,76,7161
job-281,6,10,6,7057,116,7364
job-282,1,9,7,7079,229,7416
job-283,3,4,4,7103,200,7600
job-284,4,5,2,7125,66,7366
job-285,5,5,5,7159,136,7351
job-286,2,6,1,7185,10,7442
job-287,1,8,2,7210,67,7572
job-288,4,5,8,7232,80,7477
job-289,4,10,6,7255,142,7537
job-290,5,8,1,7273,111,7426
job-291,1,5,4,7306,102,7441
job-292,1,9,8,7327,72,7486
job-293,2,12,1,7357,100,7729
job-294,3,11,3,7381,20,7464
job-295,3,6,5,7411,114,7621
job-296,5,10,7,7431,14,7510
job-297,5,8,3,7460,80,7755
job-298,5,11,5,7487,40,7651
job-299,4,7,3,7511,135,7693
job-300,2,9,3,7539,258,8018
job-301,2,5,8,7566,15,7872
job-302,6,10,1,7596,130,7879
job-303,3,8,8,7625,107,8022
job-304,2,4,7,7663,24,7788
job-305,4,6,2,7689,82,8031
job-306,5,10,8,7713,102,8038
job-307,3,9,1,7738,42,7969
job-308,5,11,4,7755,51,8098
job-309,4,9,7,7775,41,8043
job-310,6,7,4,7796,273,8222
job-311,6,4,8,7819,56,8135
job-312,5,7,1,7844,16,7920
job-313,2,6,8,7869,187,8235
job-314,3,7,1,7892,27,8009
job-315,2,11,2,7926,12,8135
job-316,1,5,3,7949,47,8072
job-317,3,6,7,7982,188,8216
job-318,5,8,3,8003,72,8179
job-319,1,4,5,8021,17,8149
job-320,3,6,5,8050,82,8214
job-321,1,11,3,8074,34,8171
job-322,4,10,7,8105,54,8364
job-323,4,11,3,8137,185,8615
job-324,2,11,3,8161,104,8290
job-325,5,6,4,8182,38,8497
job-326,5,6,6,8201,12,8370
job-327,2,7,5,8224,215,8499
job-328,4,11,4,8247,37,8372
job-329,1,8,5,8272,100,8426
job-330,3,5,8,8298,13,8388
job-331,6,5,7,8333,154,8654
job-332,4,6,5,8355,13,8596
job-333,3,10,1,8370,86,8752
job-334,6,5,6,8395,27,8438
job-335,1,9,3,8420,96,8769
job-336,5,11,3,8447,220,8844
job-337,3,5,4,8478,131,8703
job-338,2,6,5,8504,223,8748
job-339,6,8,6,8521,23,8636
job-340,3,11,6,8545,47,8625
job-341,4,7,8,8577,46,8698
job-342,6,11,8,8604,107,8937
job-343,3,9,1,8630,24,8717
job-344,6,7,4,8660,58,8796
job-345,6,11,3,8686,49,8888
job-346,5,6,1,8726,123,8959
job-347,2,12,6,8749,44,9081
job-348,4,4,7,8766,161,9090
job-349,6,7,7,8788,193,9043
job-350,2,9,5,8815,329,9375
job-351,5,4,2,8841,43,9090
job-352,1,10,7,8866,120,9228
job-353,4,5,1,8889,117,9043
job-354,1,12,8,8918,43,9160
job-355,5,4,2,8938,77,9138
job-356,6,7,6,8963,71,9040
job-357,5,6,6,8997,38,9304
job-358,6,6,7,9028,162,9363
job-359,2,11,1,9053,249,9488
job-360,1,7,2,9076,231,9380
job-361,2,11,3,9111,40,9335
job-362,3,6,3,9141,24,9185
job-363,2,11,6,9164,276,9477
job-364,5,4,7,9193,327,9747
job-365,6,5,6,9218,70,9324
job-366,2,6,7,9244,117,9455
job-367,6,6,7,9268,30,9313
job-368,4,8,1,9288,95,9535
job-369,5,5,8,9315,81,9584
job-370,1,6,8,9335,72,9617
job-371,1,12,1,9362,80,9724
job-372,2,4,4,9389,28,9494
job-373,6,6,2,9426,114,9750
job-374,5,7,4,9452,194,9828
job-375,1,12,1,9477,206,9744
job-376,5,9,3,9501,127,9834
job-377,3,10,2,9529,148,9735
job-378,1,12,5,9554,112,9898
job-379,5,12,6,9568,355,9949
job-380,1,9,1,9594,42,9696
job-381,1,7,7,9628,89,9918
job-382,4,7,3,9652,35,9839
job-383,2,12,2,9676,210,10061
job-384,3,12,2,9711,34,9953
job-385,2,9,6,9732,326,10116
job-386,5,12,3,9760,242,10121
job-387,3,5,7,9788,16,10056
job-388,6,5,1,9817,181,10143
job-389,6,5,8,9852,105,10060
job-390,5,4,4,9876,80,10176
job-391,2,7,2,9907,136,10230
job-392,2,8,5,9933,34,10196
job-393,1,4,3,9951,42,10069
job-394,6,6,7,9969,16,10071
job-395,3,4,7,10002,158,10322
job-396,4,5,3,10024,63,10282
job-397,6,6,5,10058,148,10440
job-398,6,11,1,10081,88,10264
job-399,2,7,6,10111,51,10289
job-400,2,7,7,10131,42,10307
job-401,3,12,7,10167,26,10477
job-402,1,8,6,10187,10,10459
job-403,1,7,4,10217,13,10468
job-404,4,9,1,10245,88,10472
job-405,3,8,7,10277,150,10619
job-406,1,4,5,10303,212,10595
job-407,4,6,6,10326,85,10696
job-408,5,7,5,10349,64,10663
job-409,4,5,8,10376,108,10645
job-410,6,4,3,10399,88,10536
job-411,6,4,4,10418,44,10739
job-412,4,7,7,10445,43,10496
job-413,3,9,5,10477,69,10792
job-414,3,10,3,10504,327,11111
job-415,4,12,8,10524,69,10620
job-416,6,4,4,10551,16,10772
job-417,2,5,1,10574,169,11028
job-418,5,4,7,10590,149,10901
job-419,1,12,6,10619,50,10749
job-420,6,7,7,10652,100,10767
job-421,5,4,1,10679,158,11117
job-422,1,10,3,10702,337,11113
job-423,3,7,5,10730,43,10835
job-424,4,5,7,10756,153,11193
job-425,4,12,4,10775,170,11103
job-426,5,4,6,10795,97,11110
job-427,4,6,4,10813,398,11268
job-428,3,7,1,10846,125,11065
job-429,6,7,8,10865,102,11233
job-430,3,12,6,10896,54,11196
job-431,3,8,2,10923,62,11143
job-432,5,6,3,10958,17,11061
job-433,5,6,1,10976,47,11033
job-434,6,9,5,11000,66,11097
job-435,1,8,4,11022,138,11217
job-436,5,6,8,11042,16,11158
job-437,4,4,1,11066,128,11242
job-438,6,10,1,11092,192,11569
job-439,5,8,4,11116,43,11262
job-440,5,6,5,11147,13,11439
job-441,6,12,8,11168,125,11344
job-442,2,7,3,11186,38,11425
job-443,1,4,5,11209,73,11370
job-444,2,8,6,11243,56,11593
job-445,5,12,4,11266,86,11362
job-446,4,11,7,11289,32,11443
job-447,4,10,4,11309,17,11611
job-448,2,4,3,11336,157,11769
job-449,5,8,8,11357,136,11519
job-450,4,12,4,11381,312,11724
job-451,3,10,7,11400,73,11747
job-452,5,9,4,11417,76,11500
job-453,4,4,2,11442,82,11720
job-454,3,5,3,11475,41,11770
job-455,2,11,1,11500,157,11757
job-456,3,4,5,11525,61,11822
job-457,6,10,6,11549,83,11924
job-458,3,12,1,11569,75,11837
job-459,6,10,4,11592,18,11672
job-460,5,10,6,11614,22,11676
job-461,2,7,2,11638,222,12081
job-462,4,11,7,11662,67,11989
job-463,4,10,2,11686,22,11992
job-464,5,6,2,11709,32,11809
job-465,4,11,4,11734,22,11835
job-466,3,8,5,11757,94,11879
job-467,6,9,1,11775,72,11997
job-468,4,6,6,11800,190,12157
job-469,2,5,7,11822,23,11872
job-470,5,10,6,11848,73,12113
job-471,4,11,3,11875,64,11959
job-472,6,4,2,11908,30,12045
job-473,2,4,8,11933,212,12229
job-474,2,7,8,11949,98,12290
job-475,3,12,4,11976,30,12167
job-476,6,7,7,12004,108,12175
job-477,2,12,1,12030,29,12291
job-478,1,7,5,12065,177,12253
job-479,5,10,7,12088,60,12274
job-480,3,7,2,12115,29,12162
job-481,5,9,3,12146,40,12389
job-482,1,8,7,12172,66,12316
job-483,1,4,2,12193,210,12669
job-484,6,6,8,12231,61,12549
job-485,2,4,8,12252,154,12687
job-486,4,7,8,12283,26,12605
job-487,1,10,7,12308,19,12343
job-488,4,6,6,12329,56,12477
job-489,3,6,8,12349,90,12622
job-490,3,11,7,12375,258,12727
job-491,2,9,4,12396,28,12450
job-492,2,11,2,12416,406,12886
job-493,1,4,6,12443,21,12543
job-494,6,4,5,12476,87,12815
job-495,3,7,8,12504,238,12973
job-496,5,8,5,12535,20,12592
job-497,6,5,6,12563,248,12881
job-498,6,11,2,12584,165,12824
job-499,4,4,7,12611,540,13289
job-500,6,6,8,12637,340,13234
job-501,6,9,6,12661,181,13126
job-502,6,11,4,12688,24,12906
job-503,2,5,5,12715,16,12895
job-504,1,9,1,12741,226,12977
job-505,5,6,6,12760,194,13125
job-506,2,8,7,12776,26,12825
job-507,6,12,4,12800,75,13087
job-508,5,10,4,12821,34,13150
job-509,5,12,3,12849,30,13008
job-510,6,7,8,12862,358,13390
job-511,2,4,5,12882,38,13101
job-512,6,7,7,12907,27,13020
job-513,5,12,8,12929,214,13164
job-514,4,4,6,12954,39,13146
job-515,4,4,4,12981,15,13285
job-516,6,7,5,12998,234,13442
job-517,5,11,7,13013,157,13324
job-518,3,7,3,13035,23,13227
job-519,6,11,4,13064,28,13195
job-520,1,4,1,13085,20,13283
job-521,6,8,6,13102,82,13201
job-522,4,9,2,13128,46,13248
job-523,3,7,4,13156,71,13276
job-524,3,9,4,13174,49,13422
job-525,1,6,4,13200,127,13350
job-526,6,10,1,13238,104,13360
job-527,6,11,6,13267,468,13969
job-528,2,11,1,13293,28,13406
job-529,6,11,3,13325,150,13511
job-530,6,6,3,13348,27,13671
job-531,4,11,4,13377,148,13573
job-532,2,7,6,13405,147,13605
job-533,6,8,4,13428,18,13677
job-534,1,11,1,13460,42,13752
job-535,4,5,2,13486,34,13610
job-536,1,4,2,13504,15,13666
job-537,6,12,6,13539,23,13746
job-538,1,11,2,13573,269,14092
job-539,1,10,3,13594,285,14037
job-540,4,4,5,13625,65,13863
job-541,1,10,8,13648,16,13744
job-542,4,11,1,13676,282,13990
job-543,5,5,6,13705,179,14010
job-544,5,7,7,13739,61,13929
job-545,1,10,6,13770,84,14144
job-546,2,4,6,13795,185,14013
job-547,2,11,4,13821,27,14086
job-548,1,12,4,13848,117,14115
job-549,3,12,8,13869,157,14087
job-550,5,8,7,13886,95,14129
job-551,6,8,7,13905,50,14127
job-552,1,11,1,13933,149,14192
job-553,5,11,5,13956,30,14048
job-554,5,6,8,13986,223,14293
job-555,2,6,5,13999,31,14120
job-556,6,10,3,14017,117,14318
job-557,3,9,3,14038,40,14247
job-558,1,4,5,14063,252,14466
job-559,2,9,1,14098,34,14195
job-560,5,10,5,14118,22,14431
job-561,1,7,1,14138,143,14325
job-562,6,9,4,14174,33,14327
job-563,2,8,6,14204,284,14545
job-564,5,4,7,14231,38,14457
job-565,2,11,1,14254,238,14530
job-566,1,6,4,14278,55,14450
job-567,1,5,2,14294,255,14767
job-568,5,11,6,14322,11,14604
job-569,4,11,7,14343,29,14616
job-570,5,4,3,14371,70,14449
job-571,2,6,2,14401,62,14681
job-572,2,5,2,14422,262,14685
job-573,4,5,3,14449,19,14598
job-574,1,5,2,14476,75,14763
job-575,1,4,1,14499,64,14798
job-576,2,8,3,14537,77,14712
job-577,2,5,8,14560,128,14834
job-578,1,6,1,14579,48,14875
job-579,5,4,4,14603,95,14896
job-580,6,12,1,14629,55,14888
job-581,1,7,5,14656,507,15185
job-582,1,10,1,14685,117,15080
job-583,6,4,7,14708,262,15178
job-584,6,9,8,14740,240,15149
job-585,5,6,5,14764,500,15517
job-586,5,12,7,14786,232,15307
job-587,2,8,8,14811,61,14922
job-588,2,11,2,14839,237,15268
job-589,5,9,8,14861,78,15113
job-590,2,10,6,14886,38,15131
job-591,2,4,2,14912,144,15090
job-592,6,10,8,14931,58,15248
job-593,4,5,1,14951,72,15046
job-594,5,10,2,14976,143,15281
job-595,3,11,1,14995,30,15265
job-596,6,9,2,15018,54,15169
job-597,1,5,4,15046,123,15431
job-598,6,9,3,15066,24,15344
job-599,5,8,2,15088,141,15366
job-600,2,4,4,15110,163,15290
job-601,2,8,4,15138,31,15391
job-602,3,8,4,15167,19,15470
job-603,6,9,3,15196,279,15676
job-604,6,6,6,15215,268,15559
job-605,4,9,3,15241,50,15473
job-606,1,7,3,15271,28,15534
job-607,2,9,5,15292,91,15492
job-608,4,10,5,15317,49,15388
job-609,1,4,2,15342,52,15562
job-610,2,6,5,15369,141,15700
job-611,2,8,3,15401,72,15574
job-612,1,7,8,15422,208,15810
job-613,1,11,1,15445,68,15539
job-614,4,5,2,15478,56,15689
job-615,3,4,4,15499,129,15826
job-616,3,5,1,15523,86,15871
job-617,2,4,5,15542,125,15718
job-618,4,6,2,15568,44,15652
job-619,6,12,5,15597,70,15891
job-620,5,11,8,15618,13,15733
job-621,3,7,7,15653,127,16006
job-622,4,10,3,15674,154,16065
job-623,3,12,5,15710,163,16021
job-624,4,11,6,15734,32,15792
job-625,4,11,5,15761,89,16106
job-626,3,12,4,15779,423,16389
job-627,4,6,6,15807,49,16065
job-628,2,6,7,15839,103,16055
job-629,5,5,1,15859,92,16060
job-630,3,11,3,15884,95,16233
job-631,5,7,1,15903,24,16070
job-632,1,8,4,15929,80,16162
job-633,5,5,7,15952,89,16216
job-634,1,10,5,15984,24,16190
job-635,3,10,6,16007,20,16037
job-636,3,5,7,16032,68,16165
job-637,6,11,2,16052,110,16307
job-638,5,5,5,16072,335,16643
job-639,5,11,7,16093,15,16254
job-640,4,8,5,16119,16,16315
job-641,5,10,4,16138,148,16490
job-642,4,5,5,16158,107,16355
job-643,2,5,6,16182,91,16443
job-644,5,8,3,16209,58,16546
job-645,3,4,3,16234,140,16506
job-646,5,9,3,16258,202,16646
job-647,6,7,1,16278,138,16459
job-648,6,8,7,16302,70,16382
job-649,3,4,4,16325,51,16655
job-650,4,11,3,16353,109,16552
job-651,1,11,7,16388,34,16618
job-652,6,12,5,16415,96,16726
job-653,2,10,6,16443,127,16858
job-654,1,9,1,16459,25,16526
job-655,4,4,3,16486,140,16910
job-656,1,4,1,16509,39,16835
job-657,6,5,3,16544,103,16871
job-658,6,9,6,16563,20,16818
job-659,2,7,7,16584,38,16688
job-660,2,10,3,16609,198,16818
job-661,2,5,1,16641,148,16812
job-662,2,9,4,16662,84,16754
job-663,1,4,7,16690,443,17368
job-664,3,9,7,16721,104,16945
job-665,4,8,3,16744,105,17100
job-666,2,7,4,16777,276,17204
job-667,4,10,3,16801,113,17148
job-668,2,11,5,16824,121,16954
job-669,4,6,8,16856,44,17170
job-670,3,7,6,16882,145,17031
job-671,1,5,6,16908,30,17000
job-672,5,10,5,16932,49,17246
job-673,5,12,5,16964,115,17114
job-674,2,9,6,16984,92,17165
job-675,4,4,1,17008,72,17337
job-676,4,4,8,17022,91,17130
job-677,6,5,2,17049,61,17363
job-678,5,10,7,17076,53,17344
job-679,2,11,4,17096,117,17355
job-680,6,5,8,17114,168,17326
job-681,6,9,1,17142,96,17508
job-682,4,12,7,17163,233,17566
job-683,6,11,3,17186,143,17408
job-684,2,7,3,17221,69,17568
job-685,6,5,4,17243,13,17448
job-686,1,10,8,17271,36,17512
job-687,2,5,5,17287,119,17557
job-688,4,9,4,17319,43,17381
job-689,2,11,1,17347,26,17579
job-690,3,11,1,17363,12,17415
job-691,1,5,2,17392,51,17735
job-692,6,6,3,17418,142,17856
job-693,5,11,5,17440,146,17865
job-694,6,4,2,17468,18,17566
job-695,4,8,3,17492,83,17836
job-696,1,9,1,17515,187,17984
job-697,6,9,5,17540,18,17739
job-698,4,6,4,17561,39,17647
job-699,4,4,2,17579,159,17926
job-700,4,10,4,17601,240,17853
job-701,2,10,6,17629,121,17912
job-702,3,6,1,17654,38,17827
job-703,3,4,5,17677,26,17755
job-704,4,5,2,17704,27,17991
job-705,4,5,8,17735,55,17843
job-706,3,4,3,17766,59,18079
job-707,3,8,7,17792,41,18080
job-708,6,10,8,17823,48,18112
job-709,6,6,6,17849,65,17974
job-710,1,8,3,17875,133,18203
job-711,4,4,2,17903,19,18118
job-712,5,8,2,17923,120,18140
job-713,4,7,8,17948,104,18263
job-714,5,8,3,17977,130,18216
job-715,4,4,8,17999,171,18291
job-716,6,8,7,18023,223,18497
job-717,3,12,7,18046,275,18364
job-718,3,5,6,18069,48,18275
job-719,1,8,1,18094,29,18400
job-720,2,10,4,18127,32,18453
job-721,1,8,4,18154,21,18454
job-722,4,12,1,18174,75,18546
job-723,2,5,3,18207,14,18271
job-724,2,11,3,18232,53,18352
job-725,5,5,8,18259,28,18517
job-726,3,4,2,18284,108,18568
job-727,6,11,2,18309,99,18430
job-728,4,12,6,18331,189,18782
job-729,4,5,2,18353,29,18603
job-730,4,10,7,18384,139,18784
job-731,2,4,8,18412,294,18775
job-732,4,4,8,18439,15,18703
job-733,5,4,7,18475,87,18670
job-734,2,10,2,18502,46,18811
job-735,3,11,6,18526,72,18675
job-736,6,5,8,18552,50,18660
job-737,2,11,6,18575,75,18867
job-738,6,7,6,18607,79,18739
job-739,6,7,3,18633,58,18891
job-740,2,9,3,18658,44,18853
job-741,2,11,2,18682,51,19011
job-742,3,5,5,18704,160,19162
job-743,5,7,2,18740,238,19174
job-744,4,12,3,18763,233,19009
job-745,5,12,6,18792,170,19105
job-746,6,6,5,18809,24,18931
job-747,4,5,4,18840,51,19128
job-748,2,11,5,18864,155,19099
job-749,6,9,5,18888,50,19143
job-750,3,6,2,18916,158,19076
job-751,3,12,6,18941,47,19093
job-752,2,8,5,18959,267,19325
job-753,1,8,6,18980,34,19160
job-754,3,4,5,18999,193,19228
job-755,3,7,2,19020,19,19108
job-756,5,9,2,19052,33,19270
job-757,1,8,1,19079,138,19372
job-758,2,8,5,19099,17,19225
job-759,4,7,6,19123,67,19440
job-760,5,4,4,19142,67,19466
job-761,3,10,5,19166,29,19447
job-762,2,7,1,19192,18,19491
job-763,2,8,7,19211,224,19476
job-764,3,9,7,19240,67,19395
job-765,2,6,4,19262,210,19509
job-766,2,4,7,19282,82,19587
job-767,6,7,8,19307,562,20133
job-768,1,4,2,19330,95,19503
job-769,2,6,3,19351,28,19526
job-770,3,11,5,19369,67,19508
job-771,1,7,1,19397,192,19732
job-772,2,4,3,19431,81,19792
job-773,2,12,7,19451,170,19696
job-774,1,12,6,19477,165,19741
job-775,3,8,2,19506,103,19880
job-776,3,5,7,19534,60,19660
job-777,6,10,6,19561,82,19888
job-778,4,12,1,19580,64,19914
